ID,Gender,Car,Reality,inc,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,wkphone,phone,email,famsize,MONTHS_BALANCE,dep_value,target,Age,ChldNo_1,ChldNo_2More,gp_inc_high,gp_inc_medium,gp_Age_high,gp_Age_highest,gp_Age_lowest,gp_Age_medium,worktm,gp_worktm_high,gp_worktm_highest,gp_worktm_low,gp_worktm_medium,famsizegp_1,famsizegp_3more,inctp_Commercial associate,inctp_State servant,occyp_Laborwk,occyp_hightecwk,houtp_Co-op apartment,houtp_Municipal apartment,houtp_Office apartment,houtp_Rented apartment,houtp_With parents,edutp_Higher education,edutp_Incomplete higher,edutp_Lower secondary,famtp_Civil marriage,famtp_Separated,famtp_Single / not married,famtp_Widow
5125612,1,1,1,0.02475,-19796,-1200,1,0,0,1,2,-22,1,1,54,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
5125708,0,1,1,0.0135,-16413,-622,1,0,1,0,2,-56,6,1,44,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
5125934,0,0,1,0.0135,-9862,-1868,1,1,0,0,4,-58,7,1,27,0,1,0,0,0,0,1,0,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
5126128,0,1,0,0.0072,-15185,-227,1,1,1,0,2,-39,1,1,41,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5126152,0,0,0,0.0135,-15888,-500,1,1,1,0,1,-47,1,1,43,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5126155,0,0,0,0.0135,-15888,-500,1,1,1,0,1,-42,1,1,43,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5126203,0,0,0,0.027,-11451,-2206,1,0,1,0,2,-40,2,1,31,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5126299,0,0,0,0.01125,-15731,-4488,1,1,0,0,2,-47,2,1,43,0,0,0,0,0,0,0,1,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5126300,1,0,0,0.0117,-8168,-804,1,1,0,0,1,-19,1,1,22,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5126348,0,0,0,0.0135,-15218,-2265,1,0,1,0,2,-59,3,1,41,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5126349,0,0,0,0.0135,-15218,-2265,1,0,1,0,2,-39,3,1,41,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5126463,0,1,0,0.01125,-17641,-10454,1,1,1,0,1,-57,23,1,48,0,0,0,0,0,0,0,1,28,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5135344,1,0,1,0.01125,-20103,-555,1,0,0,0,2,-49,35,1,55,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5135345,1,0,1,0.01125,-20103,-555,1,0,0,0,2,-55,35,1,55,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5135346,1,0,1,0.01125,-20103,-555,1,0,0,0,2,-49,35,1,55,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5135636,1,1,1,0.019575,-18836,-931,1,1,1,0,2,-59,27,1,51,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5137203,1,0,0,0.009,-9900,-170,1,1,0,0,1,-46,8,1,27,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
5137206,1,0,0,0.009,-9900,-170,1,1,0,0,1,-54,9,1,27,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
5137228,0,0,0,0.018,-10868,-1266,1,1,1,1,2,-53,1,1,29,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5137241,0,0,0,0.009,-17355,-3273,1,1,1,0,2,-49,1,1,47,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5137247,0,0,0,0.009,-17355,-3273,1,1,1,0,2,-30,1,1,47,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5137497,1,1,0,0.0135,-11008,-108,1,1,1,0,4,-39,1,1,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5137510,1,1,0,0.0225,-12537,-3760,1,1,0,0,3,-38,1,1,34,1,0,1,0,0,0,0,0,10,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
5142183,1,1,1,0.045,-17841,-4305,1,1,1,0,4,-56,20,1,48,0,1,1,0,0,0,0,1,11,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
5142184,1,1,1,0.045,-17841,-4305,1,1,1,0,4,-49,20,1,48,0,1,1,0,0,0,0,1,11,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
5142239,0,1,1,0.027,-16421,-8230,1,0,0,0,2,-42,6,1,44,0,0,1,0,0,0,0,1,22,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
5142240,0,1,1,0.027,-16421,-8230,1,0,0,0,2,-19,1,1,44,0,0,1,0,0,0,0,1,22,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
5142361,1,1,1,0.01125,-16204,-925,1,1,1,0,3,-59,48,1,44,1,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5142362,1,1,1,0.01125,-16204,-925,1,1,1,0,3,-59,48,1,44,1,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5142458,0,0,1,0.00675,-18952,-499,1,0,1,0,1,-53,4,1,51,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
5142459,0,0,1,0.00675,-18952,-499,1,0,1,0,1,-25,4,1,51,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
5142734,1,0,0,0.036,-11112,-469,1,1,1,0,3,-51,1,1,30,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
5142738,1,0,0,0.036,-11112,-469,1,1,1,0,3,-60,1,1,30,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
5142740,1,0,0,0.036,-11112,-469,1,1,1,0,3,-45,1,1,30,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
5142968,1,0,0,0.018,-10656,-926,1,1,1,0,3,-59,2,1,29,1,0,0,1,0,0,1,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5143179,1,1,0,0.0225,-17473,-2631,1,0,0,0,1,-28,2,1,47,0,0,1,0,0,0,0,1,7,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
5143580,1,1,0,0.01575,-9124,-960,1,1,0,0,2,-42,1,1,24,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
5146005,1,1,1,0.0225,-10177,-189,1,0,0,1,1,-53,8,1,27,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
5146079,0,0,1,0.0108,-12723,-1132,1,1,1,0,3,-55,5,1,34,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5146167,0,0,1,0.0135,-20296,-1770,1,0,0,0,2,-42,3,1,55,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5148582,1,1,1,0.018,-11222,-1386,1,0,0,0,2,-42,1,1,30,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5148584,1,1,1,0.018,-11222,-1386,1,0,0,0,2,-42,1,1,30,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5148735,0,1,1,0.01215,-10014,-1386,1,0,0,0,2,-44,1,1,27,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5148932,1,1,0,0.0108,-17209,-1081,1,0,0,0,2,-54,10,1,47,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5149188,1,1,0,0.045,-9847,-502,1,0,1,1,3,-31,11,1,26,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5149192,1,1,0,0.045,-9847,-502,1,0,1,1,3,-55,11,1,26,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5149698,1,0,1,0.0171,-10145,-107,1,0,0,0,1,-59,4,1,27,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
5150238,0,1,1,0.009,-19084,-128,1,1,0,0,2,-53,1,1,52,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5009524,1,1,0,0.01125,-11998,-1135,1,1,0,0,2,-19,9,1,32,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
5010396,0,1,1,0.0225,-14148,-1591,1,1,1,0,3,-9,1,1,38,1,0,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
5010537,0,1,0,0.0135,-13928,-3052,1,0,0,0,4,-9,1,1,38,0,1,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5010538,0,1,0,0.0135,-13928,-3052,1,0,0,0,4,-19,1,1,38,0,1,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5010868,1,1,1,0.045,-18173,-678,1,0,1,1,3,-16,6,1,49,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5010869,1,1,1,0.045,-18173,-678,1,0,1,1,1,-16,6,1,49,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5010894,1,1,1,0.01125,-22720,-860,1,0,1,1,2,-40,3,1,62,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5021376,0,0,1,0.02475,-22100,-578,1,0,0,1,2,-20,1,1,60,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
5022044,0,1,0,0.0225,-11714,-1740,1,0,0,1,2,-44,3,1,32,1,0,1,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5022313,0,0,0,0.01125,-12595,-4900,1,0,1,0,4,-15,1,1,34,0,1,0,0,0,0,0,0,13,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5022426,0,0,1,0.009,-16569,-517,1,0,0,0,2,-35,1,1,45,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
5022427,0,0,1,0.009,-16569,-517,1,0,0,0,2,-35,1,1,45,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
5022428,0,0,1,0.009,-16569,-517,1,0,0,0,2,-48,1,1,45,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
5022697,1,1,1,0.0315,-14064,-5326,1,0,0,0,1,-11,1,1,38,0,0,1,0,0,0,0,0,14,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5023538,0,0,1,0.02025,-13920,-904,1,0,0,0,1,-15,2,1,38,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5023641,1,1,0,0.0225,-14776,-2212,1,0,0,0,1,-30,1,1,40,0,1,1,0,0,0,0,1,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5023642,1,1,0,0.0225,-14776,-2212,1,0,0,0,4,-9,1,1,40,0,1,1,0,0,0,0,1,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5023738,0,0,1,0.009,-18975,-751,1,1,1,0,2,-38,1,1,51,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5023781,1,0,1,0.01575,-17800,-1086,1,0,0,0,2,-46,3,1,48,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
5023831,0,0,1,0.01125,-12135,-925,1,0,0,0,4,-9,1,1,33,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5023963,1,0,1,0.009,-12681,-1677,1,0,0,0,5,-47,6,1,34,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5024063,1,0,0,0.0135,-10980,-2893,1,0,0,0,5,-35,1,1,30,0,1,0,0,0,0,0,0,7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5024069,1,1,1,0.02925,-9786,-2559,1,0,1,0,2,-11,1,1,26,0,0,1,0,0,0,1,0,7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
5024071,0,0,1,0.018,-15976,-854,1,0,0,0,2,-38,1,1,43,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5024284,1,1,1,0.0315,-15509,-1189,1,1,1,0,2,-37,1,1,42,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5024451,1,1,1,0.018,-12604,-2620,1,1,1,0,2,-27,1,1,34,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5024939,1,0,1,0.0225,-12451,-1646,1,0,0,0,2,-7,1,1,34,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5025127,1,0,1,0.02925,-11111,-3350,1,0,0,0,2,-20,15,1,30,0,0,1,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5028478,1,0,1,0.01485,-8689,-1238,1,0,1,0,2,-5,2,1,23,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5028580,1,0,0,0.054,-19996,-691,1,0,0,0,2,-6,4,1,54,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
5029028,0,0,1,0.009,-12026,-4770,1,0,0,0,2,-15,14,1,32,0,0,0,0,0,0,0,0,13,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
5029565,0,1,1,0.02025,-13354,-2727,1,0,0,0,1,-29,1,1,36,0,0,0,1,0,0,0,0,7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5029718,1,1,1,0.02655,-10998,-2514,1,0,0,0,3,-11,2,1,30,1,0,1,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
5029719,0,1,1,0.02655,-10998,-2514,1,0,0,0,3,-11,2,1,30,1,0,1,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
5033453,0,0,0,0.0135,-10749,-2394,1,0,0,0,1,-8,7,1,29,0,0,0,0,0,0,1,0,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
5033749,0,0,1,0.009,-11854,-2917,1,1,1,0,5,-16,2,1,32,0,1,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5033836,0,0,1,0.01125,-14866,-6265,1,0,0,0,3,-32,2,1,40,1,0,0,0,0,0,0,1,17,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
5034015,0,0,1,0.0135,-16609,-186,1,0,0,0,3,-39,1,1,45,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5035867,0,0,1,0.0099,-17584,-402,1,0,0,0,2,-40,1,1,48,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5035868,0,0,1,0.0099,-17584,-402,1,0,0,0,2,-40,1,1,48,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5036469,1,1,0,0.01125,-20333,-1546,1,0,0,0,2,-30,8,1,55,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5036590,1,1,1,0.02925,-21055,-808,1,0,0,0,2,-13,10,1,57,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5041073,0,0,1,0.00675,-18179,-188,1,0,0,0,2,-47,1,1,49,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5041175,0,0,1,0.018,-10754,-65,1,1,1,0,3,-36,13,1,29,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5041493,1,1,1,0.009,-12821,-155,1,0,0,0,2,-27,1,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
5041496,1,1,1,0.009,-12821,-155,1,0,0,0,2,-11,1,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
5042268,1,0,1,0.027,-12964,-2347,1,0,0,0,2,-31,2,1,35,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5042269,1,0,1,0.027,-12964,-2347,1,0,0,0,2,-38,2,1,35,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5045457,1,1,0,0.018,-14452,-4249,1,0,0,0,1,-35,1,1,39,0,1,0,1,0,0,0,1,11,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5045495,0,0,0,0.0072,-12522,-382,1,0,0,0,3,-11,1,1,34,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
5045929,1,0,0,0.02475,-15037,-2208,1,0,0,0,1,-30,1,1,41,0,0,1,0,0,0,0,1,6,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5045935,1,0,0,0.02475,-15037,-2208,1,0,0,0,1,-8,1,1,41,0,0,1,0,0,0,0,1,6,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5046324,0,0,1,0.01575,-15466,-2269,1,0,1,0,3,-40,39,1,42,1,0,0,1,0,0,0,1,6,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5046328,0,0,1,0.01575,-15466,-2269,1,0,1,0,3,-12,11,1,42,1,0,0,1,0,0,0,1,6,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5046565,1,0,0,0.03375,-17593,-2370,1,0,0,1,3,-12,2,1,48,1,0,1,0,0,0,0,1,6,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
5047662,0,0,1,0.00675,-18880,-4114,1,0,0,0,3,-34,17,1,51,1,0,0,0,1,0,0,0,11,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5047666,0,0,1,0.00675,-18880,-4114,1,0,0,0,3,-22,1,1,51,1,0,0,0,1,0,0,0,11,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5047783,0,1,1,0.0225,-11879,-308,1,1,1,0,2,-47,3,1,32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
5048300,1,1,0,0.018,-11091,-1161,1,0,0,0,3,-24,3,1,30,1,0,0,1,0,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5048301,1,1,0,0.018,-11091,-1161,1,0,0,0,3,-48,4,1,30,1,0,0,1,0,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5048340,0,0,0,0.01575,-19657,-1710,1,0,0,0,2,-30,1,1,53,0,0,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5050603,1,0,0,0.01575,-18327,-7288,1,1,0,0,2,-41,3,1,50,0,0,0,1,1,0,0,0,19,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5050606,1,0,0,0.01575,-18327,-7288,1,1,0,0,2,-16,3,1,50,0,0,0,1,1,0,0,0,19,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5050671,1,0,0,0.0171,-11610,-166,1,1,1,0,1,-25,12,1,31,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
5050682,0,0,0,0.01575,-17963,-197,1,0,0,0,1,-22,1,1,49,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5050731,0,0,0,0.0135,-11712,-4822,1,0,1,1,1,-44,1,1,32,0,0,0,0,0,0,0,0,13,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
5051085,1,1,0,0.0315,-12037,-197,1,0,0,0,4,-15,1,1,32,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5051132,0,0,0,0.045,-10139,-136,1,0,0,0,1,-8,1,1,27,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5051160,1,1,0,0.0135,-9594,-866,1,0,0,0,3,-29,15,1,26,1,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5051161,1,1,0,0.0135,-9594,-866,1,0,0,0,3,-10,3,1,26,1,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5052653,0,0,1,0.01035,-10396,-564,1,0,0,1,2,-10,3,1,28,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5052659,0,0,1,0.01035,-10396,-564,1,0,0,1,2,-18,11,1,28,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5052661,0,0,1,0.01035,-10396,-564,1,0,0,1,2,-14,7,1,28,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5052726,0,0,0,0.018,-10740,-1298,1,0,0,0,2,-48,1,1,29,1,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
5052877,1,1,1,0.0225,-17915,-3366,1,0,0,0,2,-22,3,1,49,0,0,1,0,1,0,0,0,9,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5052879,1,1,1,0.0225,-17915,-3366,1,0,0,0,2,-22,3,1,49,0,0,1,0,1,0,0,0,9,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5052882,1,1,1,0.0225,-17915,-3366,1,0,0,0,2,-44,3,1,49,0,0,1,0,1,0,0,0,9,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5052884,1,1,1,0.0225,-17915,-3366,1,0,0,0,2,-41,2,1,49,0,0,1,0,1,0,0,0,9,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5053148,0,0,1,0.0126,-12140,-779,1,0,0,0,1,-37,1,1,33,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5053247,1,1,1,0.0126,-19286,-3489,1,1,0,0,2,-13,1,1,52,0,0,0,0,1,0,0,0,9,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5053361,0,0,1,0.0171,-20103,-2697,1,0,0,0,2,-16,1,1,55,0,0,0,1,1,0,0,0,7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5053701,0,0,0,0.01935,-17880,-9858,1,0,0,0,2,-29,2,1,48,0,0,0,1,0,0,0,1,27,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
5054063,1,0,0,0.01575,-16424,-1458,1,0,0,0,3,-31,6,1,44,1,0,0,1,0,0,0,1,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
